id,token0_symbol,token1_symbol,volumeUSD,Platform
0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,BOND,USDC,1091828028.388197250018967523867126,Uniswap V2
0x43ae24960e5534731fc831386c07755a2dc33d47,SNX,WETH,1031523804.61200191840330707850187,Uniswap V2
0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,WOO,WETH,1022010378.875032243605902761753222,Uniswap V2
0x8ae720a71622e824f576b4a8c03031066548a3b1,RAI,WETH,1010602803.242576165438677375399618,Uniswap V2
0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,WETH,CRV,1008471845.530751919226918506578711,Uniswap V2
0x7ba9b94127d434182287de708643932ec036d365,eRSDL,WETH,990956960.0537291159442908721861676,Uniswap V2
0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8,UFO,WETH,987937027.2939735736039788028015248,Uniswap V2
0x94ae6d2390680ac6e6ee6069be42067d6ad72e2a,CARDS,WETH,948994600.5690697417108637155626299,Uniswap V2
0x70ec2fa6eccf4010eaf572d1c1a7bcbc72dec983,WETH,ROOK,926105455.2846540472990716089880178,Uniswap V2
0x87febfb3ac5791034fd5ef1a615e9d9627c2665d,KP3R,WETH,914292374.442083184064123180365213,Uniswap V2
0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6,CEL,WETH,898162149.3472202765613971116559689,Uniswap V2
0x32ce7e48debdccbfe0cd037cc89526e4382cb81b,CORE,WETH,875417803.5304791620970577040044368,Uniswap V2
0x79fd3e7fe3e832c66a0c005fbc99319b5e851f04,KOKO,WETH,851703675.7809573326794413880408026,Uniswap V2
0x1bb0216bc8d249726c83d67f6f3e30569cec83d4,ORB,WETH,834526670.3112470967577234783604251,Uniswap V2
0xcd6bcca48069f8588780dfa274960f15685aee0e,⚗️,WETH,824209213.1999682760736388741034606,Uniswap V2
0x80a0102a1e601c55fd3f136128bb2d222a879ff3,WETH,BDP,806204018.966238723359212314652139,Uniswap V2
0x61b62c5d56ccd158a38367ef2f539668a06356ab,FNK,USDT,799729164.3691021149626160533859631,Uniswap V2
0x10e4a463f2ace6e3836fe547e885993844299be6,FLOKI,WETH,795841053.5748258373509376055642212,Uniswap V2
0x3b3d4eefdc603b232907a7f3d0ed1eea5c62b5f7,STAKE,WETH,787626169.5992151309783252726456728,Uniswap V2
0xd90a1ba0cbaaaabfdc6c814cdf1611306a26e1f8,WETH,SWAP,782670546.1497162488848897554230348,Uniswap V2
0x0379da7a5895d13037b6937b109fa8607a659adf,DAI,BAS,779882203.6682769953737485527562645,Uniswap V2
0xcffdded873554f362ac02f8fb1f02e5ada10516f,COMP,WETH,779421004.9201576071146108068059364,Uniswap V2
0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd,BAC,DAI,777877772.321997794726610347333589,Uniswap V2
0xb6ca52c7916ad7960c12dc489fd93e5af7ca257f,eMax,WETH,770811877.2295148143245945423008393,Uniswap V2
0x73a86455888902108bc88f5831919e23098b9b04,PAID,WETH,728935712.1360154813661473109361741,Uniswap V2
0xfd0a40bc83c5fae4203dec7e5929b446b07d1c76,FRAX,WETH,712835793.9243218582867703835499731,Uniswap V2
0x21b8065d10f73ee2e260e5b47d3344d3ced7596e,WISE,WETH,705071751.1220127557647076813469102,Uniswap V2
0xf20ef17b889b437c151eb5ba15a47bfc62bff469,LUSD,WETH,704336214.9330910896110978035884581,Uniswap V2
0xdc98556ce24f007a5ef6dc1ce96322d65832a819,PICKLE,WETH,701055649.1328842396124819931161328,Uniswap V2
0x854373387e41371ac6e307a1f29603c6fa10d872,FEG,WETH,700626304.5194606847903148832192641,Uniswap V2
0x08650bb9dc722c9c8c62e79c2bafa2d3fc5b3293,WETH,AMP,694205615.7321671573676961557524789,Uniswap V2
0xc730ef0f4973da9cc0ab8ab291890d3e77f58f79,AUDIO,WETH,681049856.5751049306769884382660712,Uniswap V2
0x88ff79eb2bc5850f27315415da8685282c7610f9,ESD,USDC,662153568.1008986504964782690908798,Uniswap V2
0x66e33d2605c5fb25ebb7cd7528e7997b0afa55e8,USDC,DSD,657823135.3355174585671220687870885,Uniswap V2
0xf66369997ae562bc9eec2ab9541581252f9ca383,PERP,WETH,648155277.1170254212338600153940784,Uniswap V2
0x4dd26482738be6c06c31467a19dcda9ad781e8c4,API3,WETH,639734712.5890673550353141594090625,Uniswap V2
0xba65016890709dbc9491ca7bf5de395b8441dc8b,RSR,WETH,633738325.3442982505138450566306161,Uniswap V2
0x3b4b5be8a405545a7ff62c3bff71769d1fa578be,CAPY,WETH,631925216.8457510065536968096952603,Uniswap V2
0x26aad2da94c59524ac0d93f6d6cbf9071d7086f2,1INCH,WETH,624503227.331913620910652039748095,Uniswap V2
0xf91c12dae1313d0be5d7a27aa559b1171cc1eac5,ETH2x-FLI,WETH,624327444.3483948625669738794668818,Uniswap V2
0x0c722a487876989af8a05fffb6e32e45cc23fb3a,TORN,WETH,622473677.5677625829327100808299504,Uniswap V2
0xc3d7aa944105d3fafe07fc1822102449c916a8d0,WDOGE,WETH,607614003.9128568882517222762862849,Uniswap V2
0x56feaccb7f750b997b36a68625c7c596f0b41a58,FARM,WETH,607366716.4352652114493306774176509,Uniswap V2
0xc76225124f3caab07f609b1d147a31de43926cd6,SFI,WETH,602120543.07510257377148919029472,Uniswap V2
0x8bd1661da98ebdd3bd080f0be4e6d9be8ce9858c,REN,WETH,594986289.4248679311206790164492435,Uniswap V2
0x01962144d41415cca072900fe87bbe2992a99f10,XOR,WETH,592508184.7096811545259152555824269,Uniswap V2
0x9c4cc862f51b1ba90485de3502aa058ca4331f32,CELL,WETH,589129359.4168864709528723617642209,Uniswap V2
0x5fa464cefe8901d66c09b85d5fcdc55b3738c688,TOKE,WETH,586892236.5077213263551958631978703,Uniswap V2
0xe6f19dab7d43317344282f803f8e8d240708174a,KEEP,WETH,585198329.9109868990243220590116312,Uniswap V2
0x98d677887af8a699be38ef6276f4cd84aca29d74,GM,WETH,582444834.9078961016929317233092851,Uniswap V2
0x60a39010e4892b862d1bb6bdde908215ac5af6f3,WETH,LUNA,580397407.1055400482972057215783213,Uniswap V2
0x27fd0857f0ef224097001e87e61026e39e1b04d1,WETH,RLY,577680264.0435988608411721491777089,Uniswap V2
0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3,MANA,WETH,566504407.1502831802957882130751485,Uniswap V2
0x97c4adc5d28a86f9470c70dd91dc6cc2f20d2d4d,FRAX,USDC,566021240.8785584167113755416601841,Uniswap V2
0xe5c5227d8105d8d5f26ff3634eb52e2d7cc15b50,ALBT,WETH,565246424.8329883785341583436221316,Uniswap V2
0xc50ef7861153c51d383d9a7d48e6c9467fb90c38,UST,USDT,550091396.8977646872834377161665953,Uniswap V2
0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,VADER,WETH,546370733.3672751273441226411485335,Uniswap V2
0xc60c479f3cc66f1654a4113f4949c98ce77a9995,KYL,WETH,544116344.3691599510479013198417744,Uniswap V2
0x81fbef4704776cc5bba0a5df3a90056d2c6900b3,WETH,renBTC,542730616.2282221211167445332183606,Uniswap V2
0xe3ee3d5f7e9c750490d99ab166edc1886de0a85e,SPI,WETH,530936734.8106028391614390601079881,Uniswap V2
0x8878df9e1a7c87dcbf6d3999d997f262c05d8c70,LRC,WETH,523286106.8106307564011741620051642,Uniswap V2
0x9314941c11d6dee1d7bf93113eb74d4718949f3b,WETH,HOKK,519871572.7139274858440675558319745,Uniswap V2
0x9dc696f1067a6b9929986283f6d316be9c9198fd,WETH,BONDLY,517837605.9957265977651821349309139,Uniswap V2
0x6d7b6dad6abed1dfa5eba37a6667ba9dcfd49077,VSP,WETH,515093352.1489315356465868093738881,Uniswap V2
0xecfe2c3c1ac0a5a59227a01f3dd7044159b11a57,RAMP,WETH,514261692.5580526475751491212184646,Uniswap V2
0x86fef14c27c78deaeb4349fd959caa11fc5b5d75,WETH,RARI,513930565.8279529876542574910094901,Uniswap V2
0x2e81ec0b8b4022fac83a21b2f2b4b8f5ed744d70,WETH,GRT,497050083.8435789644585527228638126,Uniswap V2
0x7924a818013f39cf800f5589ff1f1f0def54f31f,LON,WETH,496068325.3207679712675010072049275,Uniswap V2
0xde5b7ff5b10cc5f8c95a2e2b643e3abf5179c987,BASE,WETH,484391073.7459989625265806142970401,Uniswap V2
0x0d0d65e7a7db277d3e0f5e1676325e75f3340455,MTA,WETH,471267479.1175784023691339065946692,Uniswap V2
0x12d4444f96c644385d8ab355f6ddf801315b6254,CVP,WETH,466893732.6379587525481129431216354,Uniswap V2
0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,DAI,USDC,464404832.8134646318032277215157622,Uniswap V2
0x1037fa1f40b69c9266c4aeb2abcedc7553614b4c,GLCH,WETH,459161722.4322409203752771562902551,Uniswap V2
0x7dd3f5705504002dc946aeafe6629b9481b72272,DAO,WETH,454991441.0374131932898434602033015,Uniswap V2
0x684b00a5773679f88598a19976fbeb25a68e9a5f,eXRD,USDC,454640336.1184635988260431767431262,Uniswap V2
0x0c4a68cf6857cc76fe946d04fe85fac5fae9625e,QNT,WETH,451703933.7805370185675249603233371,Uniswap V2
0x4d96369002fc5b9687ee924d458a7e5baa5df34e,MPH,WETH,448420671.678107965201174905516007,Uniswap V2
0x5f6fbe81171d0f52cc58d6a2ac6ee1a9e52d18d2,10SET,WETH,447676719.1167710568752579809730997,Uniswap V2
0x0c2445bec45c443c58f44f8e0a5796960e052d63,WETH,VISR,447587286.61337464457096176797818,Uniswap V2
0xbcffa1619ab3ce350480ae0507408a3c6c3572bd,WETH,ID,447023590.3062045120789306279619948,Uniswap V2
0xdfa42ba0130425b21a1568507b084cc246fb0c8f,USDC,GRT,445451574.2889785589990317660483406,Uniswap V2
0x9973bb0fe5f8df5de730776df09e946c74254fb3,BAO,WETH,443200324.5076115634704791102575844,Uniswap V2
0x0efea698136d636e2babad10821e9064fe08f418,WETH,ICE,439357100.0883353933204998263251465,Uniswap V2
0x9b7dad79fc16106b47a3dab791f389c167e15eb0,OCEAN,WETH,436225596.3468566834745385053370299,Uniswap V2
0xdc2b82bc1106c9c5286e59344896fb0ceb932f53,WETH,RGT,427366320.7446365626879587944624119,Uniswap V2
0x64cac8fa24f437ceca90e20a7a24a609f162b0d1,PRQ,WETH,426058371.4051402310891264827798236,Uniswap V2
0x40f0e70a7d565985b967bcdb0ba5801994fc2e80,WETH,ZERO,425984172.3588497149222377664923891,Uniswap V2
0x7fd1de95fc975fbbd8be260525758549ec477960,WETH,HOGE,423900174.6054348577646320552123188,Uniswap V2
0x004375dff511095cc5a197a54140a24efef3a416,WBTC,USDC,422811780.6079781034616556193422339,Uniswap V2
0xd3d8c734f06229e36febd07505d8f57b7b78af7c,USDT,ZKS,418764745.3891196898602756341538323,Uniswap V2
0xc8ca3c0f011fe42c48258ecbbf5d94c51f141c17,CGG,WETH,412575242.1736101786567127872071437,Uniswap V2
0x6c8b0dee9e90ea9f790da5daf6f5b20d23b39689,ORN,WETH,407362603.7614202966379067402804741,Uniswap V2
0x33906431e44553411b8668543ffc20aaa24f75f9,WETH,CHAIN,406567799.7929067925829974998223107,Uniswap V2
0x57ab5aeb8bac2586a0d437163c3eb844246336ce,MIR,WETH,406386301.7976033494671709213360464,Uniswap V2
0x75e5852385fa856791d703e3f04da24f5bc13975,PAID,WETH,400601181.2371743007616275216696562,Uniswap V2
0x797e1dc0738f2f047d7e0dd185e41a35f87c5618,WETH,ZCX,390628084.4850260668274888375396416,Uniswap V2
0x60031819a16266d896268cfea5d5be0b6c2b5d75,WETH,VRA,386539301.4180726727772886554164516,Uniswap V2
0x2d9fd51e896ff0352cb6d697d13d04c2cb85ca83,LABS,WETH,384888431.3189047788602667577962632,Uniswap V2
0xd583d0824ed78767e0e35b9bf7a636c81c665aa8,LYXe,WETH,375089415.2622071984937060907360795,Uniswap V2
0x0f5a2eb364d8b722cba4e1e30e2cf57b6f515b2a,WETH,TVK,374392877.6095845705704574662827023,Uniswap V2
0xdc00ba87cc2d99468f7f34bc04cbf72e111a32f7,WETH,LOOKS,374274439.6310087961600319076896345,Uniswap V2
0x9acc449b3d582daa61df507b7da2ad051a9a8afa,PYR,WETH,373985895.0893791945928406924071406,Uniswap V2
0xf80758ab42c3b07da84053fd88804bcb6baa4b5c,sUSD,WETH,369552418.1855651202144447846412091,Uniswap V2
0xcaa004418eb42cdf00cb057b7c9e28f0ffd840a5,WILD,WETH,369027407.0659468518306870611807253,Uniswap V2
0xb27de0ba2abfbfdf15667a939f041b52118af5ba,UBT,WETH,366773395.2572706627573336801238382,Uniswap V2
0xab3f9bf1d81ddb224a2014e98b238638824bcf20,LEND,WETH,365905377.5859101778639990676124077,Uniswap V2
0xf043c39a106db6b58c76995f30ba35fd211c3b76,APY,WETH,365378223.8162509900120311862506566,Uniswap V2
0x21c5918ccb42d20a2368bdca8feda0399ebfd2f6,GRO,USDC,363929921.1524523188979770910805288,Uniswap V2
0xe56c60b5f9f7b5fc70de0eb79c6ee7d00efa2625,WETH,ENJ,363635665.3488549143330124934928731,Uniswap V2
0x7937619a9bd1234a303e4fe752b8d4f37d40e20c,WETH,REEF,362879894.4215893918348273913448054,Uniswap V2
0x514906fc121c7878424a5c928cad1852cc545892,FARM,USDC,361942992.5374624617310495606838066,Uniswap V2
0xdf60e6416fcf8c955fddf01148753a911f7a5905,KUMA,WETH,361759241.577721611420709648254368,Uniswap V2
0xbf4ff08b9a3bbb77a362b609119100545c0445fe,PMON,WETH,352499115.9313458420372187928617161,Uniswap V2
0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f,CREAM,WETH,348591224.8425216686460698039342635,Uniswap V2
0x10db37f4d9b3bc32ae8303b46e6166f7e9652d28,RBC,WETH,342855646.2744394099072536606707238,Uniswap V2
0x1693c24445895bd8f4d5a327eafa0263191ed906,MOCHI,WETH,341854803.7209820806573723887788044,Uniswap V2
0xc88ac988a655b91b70def427c8778b4d43f2048d,DERC,USDC,341295894.9270753644217914975153482,Uniswap V2
0x4dc02e1bb2ec1ce4c50c351e6e06505e7b1dce8d,DIA,WETH,339313926.9763100060737734073435866,Uniswap V2
0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,wNXM,WETH,339009758.936336755155026374702325,Uniswap V2
0x9ca8aef2372c705d6848fdda3c1267a7f51267c1,UDT,WETH,335150895.7779437390238260798625428,Uniswap V2
0xeff2dbe03e67ee5e5a6b645cb61a1c0dcfd890d9,STAK,WETH,331412641.8979281693588446806117141,Uniswap V2
0x44c21f5dcb285d92320ae345c92e8b6204be8cdf,WETH,$DG,328099962.1204697385917458792014103,Uniswap V2
0x70a3944215de6fa1463a098ba182634df90bb9f4,POOLZ,WETH,327526915.2521601483699257197266298,Uniswap V2
0xf956cdc8f43637f34f4be368fa1cb7da01d622be,AIOZ,WETH,326732627.6882282064773803341389546,Uniswap V2
0x1ffc57cada109985ad896a69fbcebd565db4290e,FTM,WETH,325148459.3300030419618716775113904,Uniswap V2
0x63b61e73d3fa1fb96d51ce457cabe89fffa7a1f1,SHINJA,WETH,323274047.4881637092892688142999121,Uniswap V2
0x0ee0cb563a52ae1170ac34fbb94c50e89adde4bd,WAXE,WETH,320158458.5407326801687654197199004,Uniswap V2
0x20d2c17d1928ef4290bf17f922a10eaa2770bf43,MUSE,WETH,319931821.2241267190163587712200288,Uniswap V2
0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad,REQ,WETH,317047017.4726821889511785054200807,Uniswap V2
0xce2cc0513634cef3a7c9c257e294ef5e3092f185,OGN,WETH,313411190.5766721362351357793788727,Uniswap V2
0x8c1c499b1796d7f3c2521ac37186b52de024e58c,RAD,USDC,312939652.7307841117977373577656534,Uniswap V2
0x3185626c14acb9531d19560decb9d3e5e80681b1,XRT,WETH,311246417.4740312126439186656481655,Uniswap V2
0xbe55c87dff2a9f5c95cb5c07572c51fd91fe0732,ROOM,WETH,311049107.8659953098305352602138719,Uniswap V2
0xb1bbeea2da2905e6b0a30203aef55c399c53d042,UMB,WETH,309796575.8312970805716040944400685,Uniswap V2
0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,DAI,USDT,306848788.241754891525557472659649,Uniswap V2
0x8d9a7c5170af4249c37c489339da0fed0f7c7f5f,FXF,WETH,306763228.3938470269425879407881413,Uniswap V2
0xba7872534a6c9097d805d8bee97e030f4e372e54,DYP,WETH,306547260.9087534359712721213230274,Uniswap V2
0x4d4786384eb4e356ea2df195bbe84c89440accf0,BLANK,WETH,304042711.4868204563972518051205904,Uniswap V2
0x2f85e11f6f12ead6af643f083a34e001030d2a6f,LPOOL,WETH,303708176.6011500610749232742057243,Uniswap V2
0x0f9768ee0914c48f65234cf10e8aeb6028c8426c,BID,WETH,302381906.2863031334733508097736448,Uniswap V2
0xa2b04f8133fc25887a436812eae384e32a8a84f2,WETH,COTI,297603894.4880128565949314140020426,Uniswap V2
0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9,FLX,WETH,294685990.0618213440169586629752712,Uniswap V2
0x724d5c9c618a2152e99a45649a3b8cf198321f46,REVV,WETH,294444944.5219938242240009546108034,Uniswap V2
0x5013b8c94ff2e95e8b36e3c064274b20987403f8,Mononoke-Inu,WETH,291134057.2239162442318835059833646,Uniswap V2
0xa9bd7eef0c7affbdbdae92105712e9ff8b06ed49,BMI,WETH,290213796.3951997402223348900877264,Uniswap V2
0x5dfbe95925ffeb68f7d17920be7b313289a1a583,WETH,MEME,289635212.4343295735730759826964392,Uniswap V2
0x4214290310264a27b0ba8cff02b4c592d0234aa1,RFOX,WETH,289451963.6314655146201133317194274,Uniswap V2
0x88d97d199b9ed37c29d846d00d443de980832a22,UMA,WETH,287429164.6417628652840132860538483,Uniswap V2
0x37ac54dc7dd237eecfd0b61efdd57b15fe158be0,SHOPX,WETH,286422097.6157676736985608599418268,Uniswap V2
0x291c69fdaebd3cbe953843da243f8605a766a268,TEL,WETH,286223533.5644573688635113608505335,Uniswap V2
0xb6909b960dbbe7392d405429eb2b3649752b4838,BAT,WETH,283698293.5316166440904590310920241,Uniswap V2
0xddf8390ced9fad414b1ca1dd4fe14f881c2cfa70,WETH,NTVRK,282923126.9918850773847453034886653,Uniswap V2
0xc0067d751fb1172dbab1fa003efe214ee8f419b6,DOGE,WETH,280837760.4419397473025482710265307,Uniswap V2
0x1f964ff83c54ce447adae5cb93f9ec17018bf55b,WETH,BEZOGE,280557633.114753218624307339731345,Uniswap V2
0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd,POLC,WETH,280519688.8166747803366840185493291,Uniswap V2
0x9d549079669d382e9556ef2f4e8a7e1a616dae49,JEJUDOGE,WETH,279539238.5012454018667503801405656,Uniswap V2
0x481efdd010433ded1a931b557e4fe63b7b897964,WETH,XED,276554825.2127242202616427427722891,Uniswap V2
0x9339227db67f747114c929b26b81fe7974436b94,WETH,YLD,275665419.6066158571575607234234652,Uniswap V2
0x9081b50bad8beefac48cc616694c26b027c559bb,ORAI,WETH,274783676.2858434740864280155260995,Uniswap V2
0x1d6432aefeae2c0ff1393120541863822a4e6fa7,YFL,WETH,274682649.5797414002639570157786125,Uniswap V2
0xf232d640a5700724748464ba8bd8bed21db609a6,SKL,WETH,270985615.2400489182986275708847752,Uniswap V2
0xec6a6b7db761a5c9910ba8fcab98116d384b1b85,TRU,WETH,269496530.651754569351076135489491,Uniswap V2
0x8d2a4cc2e2ca0f7ab011b686449dc82c3af924c7,RUNE,WETH,268431539.4371104777564671581593544,Uniswap V2
0xfca090c1868004bec9c91f53db013288dc21c55b,WETH,MOD,265978571.6951970091994023769488767,Uniswap V2
0x36938d1419b717c97ebdb273702806ca73f89a4c,CFi,WETH,265041334.4896825371508219192310152,Uniswap V2
0x5b6be21c4d1f2c1c5a3d6af3599f3bb0a785ae2f,GERO,WETH,264775028.2832779496008168306216534,Uniswap V2
0xfe903a12359496b932e24c5e9b78f1b9060a6342,PKF,WETH,263659938.1380288706635366416647548,Uniswap V2
0xef5a01f893a81506439572922cc7cb779e7cc91c,MILF,WETH,263235542.7406462675810331297678371,Uniswap V2
0xa626eb9cc7dec00703586414d0811e1ba2021443,USDC,DOE,262644815.1595929349261680253883991,Uniswap V2
0xb1a824a6caf1f789aa7ca1072e36e83cd62ba3ee,LAYER,WETH,259175648.7206876388679380992459428,Uniswap V2
0xf64af01a14c31164ff7381cf966df6f2b4cb349f,WETH,DPX,257236630.923573303801052572487654,Uniswap V2
0xe6f51e892046cb5b437e0033d990b527ea4367c8,WETH,B20,254878536.844300311434712126003941,Uniswap V2
0x7f1da3697236d4a5e0efd2a99de5d9c076937856,UNN,WETH,251669091.2784786694167236678085023,Uniswap V2
0xb9b752f7f4a4680eeb327ffe728f46666763a796,BZRX,WETH,251611534.0689406740407412827587323,Uniswap V2
0x05be6820730b30086d6355c44c424230aaff41fb,WETH,VEMP,249484779.7566585961820451150685599,Uniswap V2
0x05f04f112a286c4c551897fb19ed2300272656c8,WETH,POLK,249456112.446077559933156218234196,Uniswap V2
0x178f1a72172a99f7f44e125de6413ea808713e7c,WETH,XCUR,248383616.2529935645988950313713497,Uniswap V2
0x4cd36d6f32586177e36179a810595a33163a20bf,DAO,USDC,248266732.7725658376591707276651541,Uniswap V2
0x23f7d99c169dee26b215edf806da8fa0706c4ecc,DEGO,WETH,246352928.8690194180324191555329843,Uniswap V2
0x2615b89ad032ccda6d67e1d511f0e4c9e3a5dc13,NEXO,WETH,243377737.6027231849019936078600287,Uniswap V2
0x67b3825348521b94828127f1ee31da80ee67d285,LUNA,USDT,240634962.1009132770072281847315509,Uniswap V2
0xb8a1a865e4405281311c5bc0f90c240498472d3e,NOIA,WETH,239980746.2221520261612533843594734,Uniswap V2
0x300507f1412cd20afaf2bb2abd6fc4ebfc3cc15d,AST1,WETH,239055235.5337798025843769980428546,Uniswap V2
0x84e34df6f8f85f15d24ec8e347d32f1184089a14,WETH,Yf-DAI,238229213.5077036533819286472822094,Uniswap V2
0x40449d1f4c2d4f88dfd5b18868c76738a4e52fd4,CWS,WETH,238188131.43185614403360518518628,Uniswap V2
0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414,WETH,DUCK,236559995.1763098854223477923832719,Uniswap V2
0x7ce01885a13c652241ae02ea7369ee8d466802eb,WETH,TRIBE,236261342.3654635318221280242402452,Uniswap V2
0x3aeee5ba053ef8406420dbc5801fc95ec57b0e0a,DEC,WETH,235283851.5664868859967478269185368,Uniswap V2
0xa7ad4ce6c21d9e875f1067cd377256326b483002,WETH,SANSHU,232616935.2598267320888519790405826,Uniswap V2
0x984a3eab3cf2fc2b4ca6e4a3768624a8272fe2a3,WETH,C3,228232150.8202355676837162150347678,Uniswap V2
0x1812ef69e1753f908229df40d304a5fbdcd52dd3,FORTH,USDT,226639542.6874446273829288253009405,Uniswap V2
0xaf31fd9c3b0350424bf96e551d2d1264d8466205,WETH,PUSH,223652597.1980268964734564170805123,Uniswap V2
0xdca79f1f78b866988081de8a06f92b5e5d316857,MCC,WETH,222434450.2854449415646270791214156,Uniswap V2
0x2dfee82f4250dd3f3c6811c5d2926ede8b37a7d5,JUP,WETH,221779179.1618274250413659157393645,Uniswap V2
0x7d9c8d888d03df89461c645bd1108ae138b63a2a,GLQ,WETH,221629291.6214379589196580808388561,Uniswap V2
