,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
10,11867640,1613476195,0xff7f0da792522b8fd064f4ce2f35650a5456a518ae581300bfb8e88d87be41a5,323,0x4f50439f8d8ac555b35ff4672a056442cf96f472bbbeaa60f4598f9925c39c0f,0x1b48fede19a4644a01f873082ae694d7a86068a1,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,472,Zora,ZORA,0,118,278763,176000000000,151626,5483034,deprecated,2201859
11,11869642,1613502469,0x240ec0a6447275daee7c1563791356dd9cbe73b2c12caa92d4ffe99e5c45782e,648,0x0158fe30850e733f8db81377342f6451d66229a8e84e80bd5e91c3e0ae385fc1,0xcda72070e455bb31c7690a170224ce43623d0b6f,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0x4defa30195094963cfac7285d8d6e6e523c7f90d,327,Foundation,FND,0,114,256208,154000000000,114677,8490422,deprecated,2199857
12,11886770,1613730271,0x3519c8201a74e15534df79901040aa39cd048310dd55542aff21917ef778a19a,20,0xee0715e7a38de07d8e40a7fac03e6109a62372dce5a42e98c93be45f3ad2ddfd,0x1f9fa4097e0bd4a16f708b6e86ce36e52ea0a85f,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,605,Zora,ZORA,0,68,278763,115000000000,181626,5031534,deprecated,2182729
13,11889925,1613771777,0x862065f818566cb792a3b5934cd47e16453b99cb540754e8d6eb593538d2198e,2,0x265b9f4133a0cb7492541156272405813948a2b744604a1673407c674b2e6346,0x5b559a9d6acb780fa0b6805781cee12e7bdb0bf6,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,669,Zora,ZORA,0,79,298340,141000000000,185898,7089984,deprecated,2179574
14,11910696,1614048574,0x9c3560bd2b3d37c71bfb0469865bd209d0e3d92f631270db0e3a0b9235a86c8b,657,0xac00f59bdc74f863acbbf4c3dfd5874775bf1811ee0f7424e36d6fb1d9441778,0xe3ede2fc1e9192d8b9d82b8da35b711925bcf133,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,824,Zora,ZORA,0,146,372778,254000000000,223126,8594899,deprecated,2158803
15,11959117,1614692233,0x870e884faf89cc05dfb8d33d1c27a6769f927aa224a5041d131081fe97085895,9,0x1616396cfa505ee76435c5e06817587b1f62a6858c95e7e55bf34acd6cb1c07a,0xcda72070e455bb31c7690a170224ce43623d0b6f,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1257,Foundation,FND,0,70,256208,68000000000,114677,7054795,deprecated,2110382
16,11980853,1614980518,0xd84dc2722c6f8677e74589ae04713072333f94b76784c3f45f8b0f15fe0d147f,663,0x809a81bcea09fe1ea5df8a483f5ec1d1a7ac3a67cb169f1966b9763dc3dc6f12,0x0000000000000000000000000000000000000000,0xdce09254dd3592381b6a5b7a848b29890b656e01,0x4defa30195094963cfac7285d8d6e6e523c7f90d,2000035,Folia,FLA,0,15,215057,98000000000,195506,988365,deprecated,2088646
17,12018194,1615477826,0x584bfc679043d9dc6df2af3b1db69df5bf586ea45efe21fe2eaa165f6e41360b,33,0xb8f061b3a75f46a16d0d69784414ee61f67c9f6ab70ceed6c25ef384d8d5da31,0xa3dc9c5cbe06a38226f2b609da3406765cd32204,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1832,Zora,ZORA,0,279,280490,200000000000,158226,10609748,deprecated,2051305
18,12036831,1615726968,0xb49ad729897b42b146150c45052d56f086748a07c62732f307c69501934557a2,678,0x224d1955d0226cd83b8d2ba9ccba843cd74977a69f7acd4831c26be1ce110de8,0xf2967aec842e294deb7d1de1968e233a78df7a40,0x2f2d5aa0efdb9ca3c9bb789693d06bebea88792f,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1954,BlockCities,BKC,0,50,246526,121000000000,208444,2908856,deprecated,2032668
19,12036963,1615728841,0x285352556145837524badde6dc75eb009de63532688b17df7a82eebaf9e7aeca,679,0x885d5b207180cda6b1e1a1c2f43f02b8403040a3cccb71addd1b5e2fc0bdead5,0x0a17a58a0a8072efe6e84d3a9a3a5f9b621f9c87,0x2f2d5aa0efdb9ca3c9bb789693d06bebea88792f,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1490,BlockCities,BKC,0,154,229405,143000000000,206492,11226357,deprecated,2032536
20,12040818,1615779632,0x281d7e436b0cecd4c50a53998a7085800de82cbee8758d1fdde2cf1dd6b9dcc0,682,0x0a62c2418e5461af7e887ca9f60487fde50243f0cd120d276163b8b1fd949ea4,0xcda72070e455bb31c7690a170224ce43623d0b6f,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0x4defa30195094963cfac7285d8d6e6e523c7f90d,6603,Foundation,FND,0,27,256208,114000000000,114677,1642963,deprecated,2028681
21,12248146,1618535809,0xc91290db5da0d587c6b3a9cf549a42acb0320e7115cbfee09901bf88e895892f,10,0x836cb50f53400f1a28e379963a78423a4071e3ba247c3b910142bce92586eb2b,0x19f6708a09b7f057dfb0b658aac880ac197bef4e,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,170,Zora,ZORA,0,157,258934,85000000000,132886,10414692,deprecated,1821353
22,12261638,1618715874,0xb9df0954b16409ffafe3dbf0c6bb020b2094aeb6968ab4958b39ffdbc6164bbb,13,0xe657f5adad9d17b748e35c3b30d24187fd03d2bf8f8588220685607774e60745,0xdcfad29952304016abd748145351151b7ae45235,0xabefbc9fd2f806065b4f3c237d4b59d9a97bcac7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,2668,Zora,ZORA,0,26,258946,117000000000,147898,1821034,deprecated,1807861
23,12278290,1618938460,0x55e7306cd46385235c172a2db28e7e534466b622c107897dfcdef979f8bb474a,52,0xaa8c149dda600e099a3c5c14ac09fa60939509ba8f401417facba02a35567114,0x0000000000000000000000000000000000000000,0x9d413b9434c20c73f509505f7fbc6fc591bbf04a,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1511441,FoliaVirus,☣️,0,187,169263,204000001459,169263,12263905,deprecated,1791209
24,12291476,1619114001,0x453067d2cbeb63ae82f391b07b2e2b53834266ea469b07b5d6b902061ceb3837,700,0xbd1fe64e7dc9dee68d2a87c334b539be49be694af15d0a96dc059a28d53dc6bc,0x0000000000000000000000000000000000000000,0x82262bfba3e25816b4c720f1070a71c7c16a8fc4,0x4defa30195094963cfac7285d8d6e6e523c7f90d,261,Solvency by Ezra Miller,SOLVENCY,0,122,217963,139000001459,217963,9040716,deprecated,1778023
25,12370239,1620164244,0xcd8dca349b2b3a15bcdc1a2e67d5b25d72e87f0ff7b45b946cdbe30be62c0a47,704,0xbdb00d3ebd5244795ff21a44f5581692749f165bc159137b811b712ff5654350,0x0000000000000000000000000000000000000000,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x4defa30195094963cfac7285d8d6e6e523c7f90d,24,Uniswap V3: Positions NFT,UNI-V3-POS,0,63,5774525,57000000000,5163637,10573430,deprecated,1699260
26,12549230,1622559438,0xf24970b390c64fc073789f236c977a37e829a653040a7bdb34e1a86f291e914e,731,0x35a37206ffbfcfced7addb2e8806a50df4e8fe757a61c7e8b990e0fea18420db,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,386,Blitmap,BLIT,0,55,306390,29000000000,301410,4467384,deprecated,1520269
27,12549257,1622559729,0x351263396b8a44d28c475c656be002dac73685b291907cd5314da494a706e52e,732,0xcd77e88b2418650b49c84de30bbc6fa1f4d217c5025907ca786a0212f7c21d52,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,391,Blitmap,BLIT,0,89,304390,28000000000,299410,6826156,deprecated,1520242
28,12587871,1623075414,0xe3d61d1e5815fbdc683bf7b743bb191a7db9ea86ff9c0a7c11c46f043e0c4bfe,741,0x819bdad185df3c29c95043bef71b2350b4f7768f89dd322a38fca43f8779c694,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0x4defa30195094963cfac7285d8d6e6e523c7f90d,39704962135855244373225166374169693598474183324241775858524684398784503882941,Ethereum Name Service,ENS,0,226,296380,23000000000,255348,11906960,deprecated,1481628
29,12587874,1623075450,0x894e6d189f02bc37b132a8df7a9d7306cce4cba0fb8611603092c91840e679d8,742,0x26530fe4bd31bee9a30bf3211b4757817f8e52462d6c4b1e0f5604cdd7810308,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0x4defa30195094963cfac7285d8d6e6e523c7f90d,35316245545729875179240540690121199207877117174210486223947572047087868825585,Ethereum Name Service,ENS,0,228,294052,23000000000,253020,10351488,deprecated,1481625
30,12587880,1623075528,0x9bf866ac5ae52e536fd920b078873cb3de6a17f27733307c23be9e8b0c7fae32,744,0x259774b0d5cf1e4d3c06a467178907ec84fcf54583cad3a8feacaa98021b89f4,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0x4defa30195094963cfac7285d8d6e6e523c7f90d,84055268273147144293059442246406606091784802252845302617708629259914330478702,Ethereum Name Service,ENS,0,155,295216,23000000000,254184,7996075,deprecated,1481619
31,12596626,1623192049,0x676bc0874a5a08bc694b56c352525de600a97d475dfca60cedf8f993f7590971,746,0x56532313c461234468d06de089b720724311c995ae01bc621173569adfb246f6,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,765,Blitmap,BLIT,0,106,326290,21000000000,321310,6905950,deprecated,1472873
32,12596662,1623192497,0xdb140fc2f17164120dcf7d7c9a3063f38fb02f694d55885ece3d6a89eac6ee68,747,0xb8759859a8cf388e2b2039aaa1d02973586b3d5bffb0bc2c0a9afef94b8b80a8,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,766,Blitmap,BLIT,0,62,309190,16000000000,304210,3997310,deprecated,1472837
33,12608795,1623354852,0xf541d5904bef57bb9de5d254f419d40806eee3ef16b79d5253cbf51885d894be,748,0x2ae07468493b015b6a55ea517ea610b760277336da4e2c0d825452c7374dfcb7,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,791,Blitmap,BLIT,0,89,309190,23000000000,304210,6001983,deprecated,1460704
34,12608808,1623355057,0x299daa09e506db0e4f9474a35a72fe3c14cca678a3c5143043ab19e93cd4e9cc,749,0x16baca1c2d8e473ed0bb9718340a61669586a3bf5d13735727f45759fec69dd9,0x0000000000000000000000000000000000000000,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,792,Blitmap,BLIT,0,60,309190,23000000000,304210,6465591,deprecated,1460691
35,12825731,1626273974,0xfd689c8e2dcf34fa7ef28162a56b8dba1a28315136cf6b6d5c2b176f825e3749,762,0x8713fd031c3953284e9f69555bde6daee65d3104a4961e340de35d35502933fe,0x0000000000000000000000000000000000000000,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x4defa30195094963cfac7285d8d6e6e523c7f90d,82650,Uniswap V3: Positions NFT,UNI-V3-POS,0,135,506182,47760001742,382956,13221415,deprecated,1243768
36,12884624,1627070174,0xfdbc07e17e937fd32c03113297d884d452a63e6f2893e55a7e270513f2ecc146,763,0xfeeddcd41eb92bab1aca1842ddf3e2ac17a4dea4551aca21c8eabad4cd29cb14,0x0000000000000000000000000000000000000000,0x20c70bdfcc398c1f06ba81730c8b52ace3af7cc3,0x4defa30195094963cfac7285d8d6e6e523c7f90d,12884609,Mutant Garden Seeder,????,0,134,325998,15000000000,212348,11826383,deprecated,1184875
37,12934635,1627752165,0x18d0924ec3ca2716475bcf9a78a994c27a957536593c64704b936b4a9b7af84e,118,0x5f4d67d06dee10119db9c51545791a54b0ef1aef42a5cb71e8d1d72cae0e0881,0xcda72070e455bb31c7690a170224ce43623d0b6f,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0x4defa30195094963cfac7285d8d6e6e523c7f90d,65098,Foundation,FND,0,146,278031,38500000000,123554,13580272,deprecated,1134864
38,13000011,1628632557,0x3ab7c12fff538cf5228933d106d4bbd6953fc4399077be2a99bd6672434a3d42,783,0xb21a33c3fb4904f52f7391734bbc9dd12678223c9377f38ef39f1760dad8b6c2,0xb240de615b10bd34f3d9555e0a600a71077e2a71,0xc78337ccbb2d08492ec152e501491d3a76cd5172,0x4defa30195094963cfac7285d8d6e6e523c7f90d,2673,J48BAFORMS,JABBA,0,163,411625,53000000000,218675,12292546,deprecated,1069488
39,13006141,1628714905,0xc68de3cd3bf308a494a70d279719582d7d2f7e31717f5bbce00c02bc3f228bc5,786,0xf7ce9af6de29d00c17d23d2d17c1cee98d482fabfed29a423d0bd739907ef0df,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0xe468ce99444174bd3bbbed09209577d25d1ad673,791,Blitmap,BLIT,0,35,245774,69000000000,236177,3546523,deprecated,1063358
40,13006155,1628715049,0x7cb152046bec16761faee546310efa56db67f09e466c9d09320c311439de2273,787,0x57b2243442aba402108cce40e38a9f1a485876f6b42150c4037c3248bdc126a3,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0xe468ce99444174bd3bbbed09209577d25d1ad673,386,Blitmap,BLIT,0,31,262874,61000000000,248477,2261662,deprecated,1063344
41,13095786,1629912031,0x0b9589cedd95ffa99317b8241ba8ebc9ee1858b89772bc9428a07adb5a73d2e1,797,0xcfb02b55c3f45786dedbfc4defaba2308cef98e4a69b227c40c3c249111199e4,0xe468ce99444174bd3bbbed09209577d25d1ad673,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,386,Blitmap,BLIT,0,312,141421,109076807466,111387,25133344,deprecated,973713
42,13101082,1629982309,0x11618d982d8a2d8df879c2dbeda55f4eb34dadd14d5d4cf7dccf8b5c6deb90f2,798,0x090738f6b52b1d50eb609d8a9dd427668ebd28177d123136d243db9e25091e27,0x0000000000000000000000000000000000000000,0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1398,Sad Girls Bar,SadGirlsBar,0,49,240993,77987066087,155670,5277121,deprecated,968417
43,13101112,1629982686,0xddd1d7d1294af97961cd6af0a4bdb3594a0b7b0efa779954e54c5242472e772d,799,0x7b14bccf53866644b304781ee10849d4c018bffbfc5f2ec7b9ee0ebb3ad8a1f3,0x0000000000000000000000000000000000000000,0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1399,Sad Girls Bar,SadGirlsBar,0,95,245193,64562168563,158470,7436996,deprecated,968387
44,13101132,1629982948,0xf3b511e6cfc80c8deb867211e6ebbb621ecc64f30a9b61119d4702d0c2a71c29,800,0x4277a1cb6b905572110243f17f28b7095bf865d358c79d63a78e01bebfbf4377,0x0000000000000000000000000000000000000000,0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1400,Sad Girls Bar,SadGirlsBar,0,324,245193,92059937922,158470,20544941,deprecated,968367
45,13103708,1630016769,0xa1b2bc80272c832c724e9d78a81b4fc4b22be2df2379aa0922239f69abe11438,802,0x85295f70246c5489ea879bf671ce9e6e825dc73998300db6ef6db3d97c218ebb,0x0000000000000000000000000000000000000000,0x1b0aebafeb9452c7abbda0b920bb1a272182aacb,0x4defa30195094963cfac7285d8d6e6e523c7f90d,59,terra0 Flowertoken,tr0,0,171,244976,113000000000,213105,14065008,deprecated,965791
46,13109129,1630089861,0x540f18aa3c2094d35c574b6905b5529838008c98e05cb9bf8b5c5e6eeda740d6,803,0xbfa469ee359f788f94559274970d2af9783b004e56bcc0f738aefc5aa8844db5,0x0000000000000000000000000000000000000000,0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,6552,Loot,LOOT,0,50,225373,162121875026,145257,3396089,deprecated,960370
47,13114092,1630156513,0x13dc0f4c82f09992b2df962a941285ff98044db70ecc8aec316897c6dedaf670,806,0x259d3283e2f9eb7c06183c57ec7dde45dfd3a5f7dc7561734227b8948af06869,0xe468ce99444174bd3bbbed09209577d25d1ad673,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x4defa30195094963cfac7285d8d6e6e523c7f90d,791,Blitmap,BLIT,0,110,141421,60196046784,111387,10595087,deprecated,955407
48,13114111,1630156849,0x83d3132c05c8ec809c5e2a0d35d755c3d3700d0fe98458f4532fa8dac0c8859c,807,0x68804b7bd801417f22b5f598db50b565db18d71cf361c17a02672c95d7c3fb88,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0xbc5472aa7b194cd1f932a0a792e48fbcecd49264,1398,Sad Girls Bar,SadGirlsBar,0,307,103636,67725608795,94036,24188348,deprecated,955388
49,13114112,1630156877,0x1f6e983e10b14c4501294f9753a1036f929667466442bcbf51376bcec03bebed,808,0x411089e64f129aa3bd3c1520789ffa8ff953fd11de463148c0b727b6b619aa55,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x335eeef8e93a7a757d9e7912044d9cd264e2b2d8,0xbc5472aa7b194cd1f932a0a792e48fbcecd49264,1399,Sad Girls Bar,SadGirlsBar,0,76,79042,75975191574,71442,6066872,deprecated,955387
50,13116709,1630191401,0x47339d1eb05898274a9d7f4bba66080a80a91b81b9fd58cd27074a40fea9cc5e,810,0xf8cc22d435adedbfc612800e7c2f169166e3a3c8fb405182261755299d273906,0x0000000000000000000000000000000000000000,0x1003fcba76b07bb978b79a71d11e957dcdd54ebd,0x4defa30195094963cfac7285d8d6e6e523c7f90d,120,PartyBid Punk#2066,PBP#2066,0,242,308928,66990904600,205952,20361479,deprecated,952790
51,13118075,1630208709,0xe9fccbd7ebeea5f8a1c0a8052e92fbd0eb84f533d9df5be75511ea33f9762fda,816,0x84b5d33465d4ca3ee9e3d5365745e55d85b2cef4a47677aa759a427c9e7a4dc1,0x8064eebd2d1ccd4290924665efc17c8f2da5bfc4,0x5283fc3a1aac4dac6b9581d3ab65f4ee2f3de7dc,0x4defa30195094963cfac7285d8d6e6e523c7f90d,188,AsciiPunks,ASC,0,267,300466,72087113425,216586,26522831,deprecated,951424
52,13118262,1630211495,0xf2e427572f4cea1ab91375027aaf8dc6dc7a1d8547883d2fa4414e78adf93c32,817,0xa86efc25f35402cc4069516d1befec52c08ab61f335f78d0016aca91de6ca4e7,0xa706bbcc244d91a56ba9368c033cec1e75688af4,0x5283fc3a1aac4dac6b9581d3ab65f4ee2f3de7dc,0x4defa30195094963cfac7285d8d6e6e523c7f90d,184,AsciiPunks,ASC,0,251,288125,74374031705,211893,28864337,deprecated,951237
53,13124715,1630297526,0xd17fc73b89b5abf8a7eca8ece3f9c318d9c82fadd413e95fccf96fdbb1b65cd4,363,0x68bc2f50cbdce6f7909ffeecc57286feb0c9bfd6bd345de2e547f6bbfb7dc9f2,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x46b46931423e711d051e264020acad89c0e147bd,792,Blitmap,BLIT,0,317,314966,60000000000,227740,22600899,deprecated,944784
54,13133485,1630415492,0xb46991b81912a4b825a8cb4cd4f670850a730cb0e5b8f3b64daee33e110a6015,829,0x277ca733b1928bf2bf9e5a9addee919a5b8f6060be62b8b0e43b6020835bfa91,0xea3246957e3548fadf56301af6e020fa288af8ba,0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,2529,Loot,LOOT,0,70,314966,112000000000,227740,4907376,deprecated,936014
55,13133559,1630416409,0xcaa1b73328dd589d45ee1c5988d6c756fc8016844359dddf2941693ec931d219,830,0x6bcf154bf11103b5097dddbd9b454655b73074785f4bc2d7f738f049c9c711a7,0x10fe160dae09a8d2fce9d19767f0e888237cdae1,0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,0x4defa30195094963cfac7285d8d6e6e523c7f90d,4684,Loot,LOOT,0,89,292705,85000000000,215416,4719255,deprecated,935940
56,13135876,1630446987,0x51ed6c0e043b2f1993644049c46e02244f8ae457bbc67c299ab02b0a6bbddb79,835,0xe006131428f62f65d53b0656a8a9ad6cb6bff5de60b06f0984a67659598ccc99,0x0000000000000000000000000000000000000000,0x42a87e04f87a038774fb39c0a61681e7e859937b,0x4defa30195094963cfac7285d8d6e6e523c7f90d,2529,Ability Score,SCORE,0,164,238807,103213107267,154217,9303960,deprecated,933623
57,13135884,1630447106,0x478d90dd9c0369a1bbb1725c2b00ad37bde5e857de2b94d2cc261b938d49f6b8,836,0x6925bd66c1ac4d0b8bbd09ba241c2a0a940a48202681a07de1ef33830ce6a33a,0x0000000000000000000000000000000000000000,0x42a87e04f87a038774fb39c0a61681e7e859937b,0x4defa30195094963cfac7285d8d6e6e523c7f90d,4684,Ability Score,SCORE,0,95,243007,91314472074,157017,7992151,deprecated,933615
58,13138375,1630480586,0x02d65ea376231456f83d3d90cf07cdf352a14df0b217ce6e8c8e12a14dda5227,651,0x6820ecfe6fa9659068aac72655b3150e4dc99256bceecd40181c7afa724e1e5e,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,0x650dcdeb6ecf05ae3caf30a70966e2f395d5e9e5,791,Blitmap,BLIT,0,22,337598,160000000000,227704,3738600,deprecated,931124
